"brand_id","brand_name","brand_generic","brand_manufacturer","brand_use"
"","Omidon D","[Domperidone]","Incepta Pharmaceuticals ",""
"","P Don","[Domperidone]","Pharmadesh Laboratories ",""
"","P Don","[Domperidone]","Pharmadesh Laboratories ",""
"","Paridon","[Domperidone]","Drug International Ltd.",""
"","Paridon","[Domperidone]","Drug International Ltd.",""
"","Peri","[Domperidone]","Hudson Pharmaceuticals ",""
"","Peri","[Domperidone]","Hudson Pharmaceuticals ",""
"","Peridone","[Domperidone]","Astra Biopharmaceuticals ",""
"","Perigut","[Domperidone]","SN Pharmaceuticals ",""
"","Perion","[Domperidone]","Globe Pharmaceuticals ",""
"","Perion","[Domperidone]","Globe Pharmaceuticals ",""
"","Perion","[Domperidone]","Globe Pharmaceuticals ",""
"","Prokinet","[Domperidone]","NIPRO JMI Pharma ",""
"","Prokinet","[Domperidone]","NIPRO JMI Pharma ",""
"","Protix","[Domperidone]","Apex Pharmaceuticals ",""
"","Protix","[Domperidone]","Apex Pharmaceuticals ",""
"","Protix","[Domperidone]","Apex Pharmaceuticals ",""
"","Regut","[Domperidone]","Reliance Pharmaceuticals ",""
"","Remadon","[Domperidone]","Reman Drug Laboratories ",""
"","Ridon","[Domperidone]","Eskayef Bangladesh",""
"","Ridon","[Domperidone]","Eskayef Bangladesh",""
"","Ridon","[Domperidone]","Eskayef Bangladesh",""
"","Sandom","[Domperidone]","Sanofi Aventis",""
"","Sandom","[Domperidone]","Sanofi Aventis",""
"","Sandom","[Domperidone]","Sanofi Aventis",""
"","Skydon","[Domperidone]","Skylab ",""
"","Sydon","[Domperidone]","Syntho Laboratories ",""
"","Sydon","[Domperidone]","Syntho Laboratories ",""
"","Vave","[Domperidone]","ACI ltd.",""
"","Vave","[Domperidone]","ACI ltd.",""
"","Vave","[Domperidone]","ACI ltd.",""
"","Vave","[Domperidone]","ACI ltd.",""
"","Vave ODT","[Domperidone]","ACI ltd.",""
"","Vegadon","[Domperidone]","Pharmasia ",""
"","Vegadon","[Domperidone]","Pharmasia ",""
"","Vomino","[Domperidone]","Monicopharma ",""
"","Vomino","[Domperidone]","Monicopharma ",""
"","Vomitop","[Domperidone]","Navana Pharmaceuticals ",""
"","Vomitop","[Domperidone]","Navana Pharmaceuticals ",""
"","Vomitop","[Domperidone]","Navana Pharmaceuticals ",""
"","Xepadon","[Domperidone]","Amico Laboratories ",""
"","Xepadon","[Domperidone]","Amico Laboratories ",""
"","Xepadon","[Domperidone]","Amico Laboratories ",""
"","Xeridon","[Domperidone]","RAK Pharmaceuticals ",""
"","Ameloss 5","[Donepezil Hydrochloride]","Incepta Pharmaceuticals ",""
"","Elzer","[Donepezil Hydrochloride]","Square Pharmaceuticals ",""
"","Memorin","[Donepezil Hydrochloride]","Beximco Pharmaceuticals ",""
"","Cardopa","[Dopamine Hydrochloride]","ACI ltd.",""
"","D-Dopamine","[Dopamine Hydrochloride]","Drug International Ltd.",""
"","Dopamine-Rotex","[Dopamine Hydrochloride]","Rotexmedica GmbH Germany",""
"","Myomine","[Dopamine Hydrochloride]","Incepta Pharmaceuticals ",""
"","Sterile Dopamine Concentrate","[Dopamine Hydrochloride]","Les Laboratories Servier Industrie, France",""
"","Doribax","[Doripenem]","Unimed & Unihealth Manufacturers ",""
"","Dorinem","[Doripenem]","ACI ltd.",""
"","Doripen","[Doripenem]","Eskayef Bangladesh",""
"","Cozopt","[Dorzolamide 2% ; Timolol 0.5% :(EP)]","Aristopharma ",""
"","Doxiderm","[Doxepin 5% :(TP)]","Incepta Pharmaceuticals ",""
"","Adnor","[Doxepin]","Apex Pharmaceuticals ",""
"","Brezofil","[Doxofylline]","Incepta Pharmaceuticals ",""
"","Doxorub","[Doxorubicin Hydrochloride]","Techno Drugs ",""
"","Doxorub","[Doxorubicin Hydrochloride]","Techno Drugs ",""
"","Doxorubicin Hexal","[Doxorubicin Hydrochloride]","Novartis",""
"","Doxorubicin Hexal","[Doxorubicin Hydrochloride]","Novartis",""
"","Doxorubicin Hexal","[Doxorubicin Hydrochloride]","Novartis",""
"","Xorubin","[Doxorubicin Hydrochloride]","Beacon Pharmaceuticals ",""
"","Xorubin","[Doxorubicin Hydrochloride]","Beacon Pharmaceuticals ",""
"","Apdox","[Doxycycline]","Apex Pharmaceuticals ",""
"","Asidox","[Doxycycline]","Asiatic Laboratories ",""
"","Bpdox","[Doxycycline]","Bristol Pharma ",""
"","Cosdox","[Doxycycline]","Cosmo Pharma Laboratories ",""
"","Delacin","[Doxycycline]","Aexim Pharmaceuticals ",""
"","Dopac","[Doxycycline]","Pacific Pharmaceuticals ",""
"","Doxacil","[Doxycycline]","Square Pharmaceuticals ",""
"","Doxacin","[Doxycycline]","Desh Pharmaceuticals ",""
"","Doxcline","[Doxycycline]","Alco Pharma ",""
"","Doxicap","[Doxycycline]","Renata ",""
"","Doxicap","[Doxycycline]","Renata ",""
"","Doxicen","[Doxycycline]","Central Pharmaceutical ",""
"","Doxicline","[Doxycycline]","Ziska Pharmaceuticals ",""
"","Doxico","[Doxycycline]","Supreme Pharmaceuticals ",""
"","Doxicon","[Doxycycline]","Medicon Pharmaceuticals ",""
"","Doxigen","[Doxycycline]","General Pharmaceuticals ",""
"","Doxilin","[Doxycycline]","Ambee Pharmaceuticals ",""
"","Doximet","[Doxycycline]","Medimet Pharmaceuticals ",""
"","Doxin","[Doxycycline]","Opsonin Pharma ",""
"","Doxin","[Doxycycline]","Opsonin Pharma ",""
"","Doxipan","[Doxycycline]","Salton Pharmaceuticals ",""
"","Doxisyn","[Doxycycline]","Syntho Laboratories ",""
"","Doxseem","[Doxycycline]","Seema Pharmaceuticals ",""
"","Doxy A","[Doxycycline]","Acme Laboratories ",""
"","Doxycin","[Doxycycline]","Cosmic Chemical Industries ",""
"","Doxysina","[Doxycycline]","Ibn Sina Pharmaceutical",""
"","Doxyson","[Doxycycline]","Hudson Pharmaceuticals ",""
"","Doxyzen","[Doxycycline]","Zenith Pharmaceuticals ",""
"","E Doxy","[Doxycycline]","Edruc ",""
"","Elidox","[Doxycycline]","Reliance Pharmaceuticals ",""
"","Fardox","[Doxycycline]","Pharmadesh Laboratories ",""
"","Impedox","[Doxycycline]","ACI ltd.",""
"","Indox","[Doxycycline]","Indobangla Pharmaceuticals",""
"","Mardox","[Doxycycline]","Marksman Pharmaceutical ",""
"","Megadox","[Doxycycline]","Beximco Pharmaceuticals ",""
"","Monadox","[Doxycycline]","Amico Laboratories ",""
"","Mydox","[Doxycycline]","Mystic Pharmaceuticals ",""
"","Oriodox","[Doxycycline]","Orion Pharma ",""
"","Servidoxyne","[Doxycycline]","Novartis",""
"","Tydox","[Doxycycline]","Somatec Pharmaceuticals ",""
"","Unidox","[Doxycycline]","Globe Pharmaceuticals ",""
"","Velacin","[Doxycycline]","Doctor's Chemicals Works ",""
"","Vib","[Doxycycline]","Modern Pharmaceuticals ",""
"","Vidox","[Doxycycline]","Jayson Pharmaceuticals ",""
"","Vitrocin","[Doxycycline]","Nipa Pharmaceuticals ",""
"","Doxamil","[Doxylamine Succinate]","ACI ltd.",""
"","Rosen 28","[Drospirenone ; Ethinylestradiol]","Incepta Pharmaceuticals ",""
"","Dot","[Drotaverine Hydrochloride]","Acme Laboratories ",""
"","Dot","[Drotaverine Hydrochloride]","Acme Laboratories ",""
"","Dover","[Drotaverine Hydrochloride]","Nipa Pharmaceuticals ",""
"","Drota","[Drotaverine Hydrochloride]","Hallmark Pharmaceuticals ",""
"","Drotapan","[Drotaverine Hydrochloride]","Incepta Pharmaceuticals ",""
"","Drovin","[Drotaverine Hydrochloride]","ACI ltd.",""
"","Espa","[Drotaverine Hydrochloride]","Square Pharmaceuticals ",""
"","Espa","[Drotaverine Hydrochloride]","Square Pharmaceuticals ",""
"","No Spa","[Drotaverine Hydrochloride]","Ambee Pharmaceuticals ",""
"","No Spa","[Drotaverine Hydrochloride]","Ambee Pharmaceuticals ",""
"","Renapa","[Drotaverine Hydrochloride]","Renata ",""
"","Rova","[Drotaverine Hydrochloride]","Kemiko Pharmaceuticals ",""
"","Span","[Drotaverine Hydrochloride]","Opsonin Pharma ",""
"","Taverin","[Drotaverine Hydrochloride]","Beximco Pharmaceuticals ",""
"","Deloxi","[Duloxetine]","Eskayef Bangladesh",""
"","Deloxi","[Duloxetine]","Eskayef Bangladesh",""
"","Diliner-DR 30","[Duloxetine]","Square Pharmaceuticals ",""
"","Diliner-DR 60","[Duloxetine]","Square Pharmaceuticals ",""
"","Dulox","[Duloxetine]","Acme Laboratories ",""
"","Dulox","[Duloxetine]","Acme Laboratories ",""
"","Duloxen 20","[Duloxetine]","Incepta Pharmaceuticals ",""
"","Duloxen 30","[Duloxetine]","Incepta Pharmaceuticals ",""
"","Duzela","[Duloxetine]","Sun Pharmaceutical",""
"","Stresin","[Duloxetine]","Unimed & Unihealth Manufacturers ",""
"","Xinolax DR","[Duloxetine]","Opsonin Pharma ",""
"","Xinolax DR","[Duloxetine]","Opsonin Pharma ",""
"","Xinolax DR","[Duloxetine]","Opsonin Pharma ",""
"","Dutamax","[Dutasteride]","Drug International Ltd.",""
"","Urodart","[Dutasteride]","Unimed & Unihealth Manufacturers ",""
"","Duphaston","[Dydrogesterone]","Solvay Pharmaceuticals, Netherlands",""
"","Alestin","[Ebastine]","Novelta Bestway Pharmaceuticals ",""
"","Alestin","[Ebastine]","Novelta Bestway Pharmaceuticals ",""
"","Ebanex","[Ebastine]","Opsonin Pharma ",""
"","Ebaril","[Ebastine]","Incepta Pharmaceuticals ",""
"","Ebaril 10","[Ebastine]","Incepta Pharmaceuticals ",""
"","Ebatin","[Ebastine]","Popular Pharmaceuticals ",""
"","Ebatin","[Ebastine]","Popular Pharmaceuticals ",""
"","Ebatin","[Ebastine]","Popular Pharmaceuticals ",""
"","Ebatrol","[Ebastine]","Delta Pharma ",""
"","Rinobas","[Ebastine]","RAK Pharmaceuticals ",""
"","Stiba","[Ebastine]","Eskayef Bangladesh",""
"","Tebast","[Ebastine]","Square Pharmaceuticals ",""
"","Tebast","[Ebastine]","Square Pharmaceuticals ",""
"","Aristocort PLUS","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Aristopharma ",""
"","Aristocort PLUS","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Aristopharma ",""
"","Dicot","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Drug International Ltd.",""
"","Ecoderm TA","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Rephco Pharmaceuticals ",""
"","Econate PLUS","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Incepta Pharmaceuticals ",""
"","Ecoren T","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","ACI ltd.",""
"","Ecosone","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Pharmadesh Laboratories ",""
"","Ecostat","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Sharif Pharmaceuticals ",""
"","Ecot","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Medicon Pharmaceuticals ",""
"","Ecotrim","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Beximco Pharmaceuticals ",""
"","Ecozol PLUS","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Opsonin Pharma ",""
"","Ecton","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Everest Pharmaceuticals ",""
"","Elocon","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Amico Laboratories ",""
"","Enazol PLUS","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Bio Pharma Laboratories ",""
"","Fungison","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Chemist Laboratories ",""
"","Pevicort","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Cosmic Chemical Industries ",""
"","Peviderm","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Pharmasia ",""
"","Pevisia","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Asiatic Laboratories ",""
"","Pevisina","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Ibn Sina Pharmaceutical",""
"","Pevisone","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Sanofi Aventis",""
"","Pevitin","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Square Pharmaceuticals ",""
"","Secotal","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Shamsul Al Amin Pharmaceuticals ",""
"","Spectazole-N","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Healthcare Pharmaceuticals ",""
"","Tinacort","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Kemiko Pharmaceuticals ",""
"","Triamace","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Edruc ",""
"","Tricoderm","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","General Pharmaceuticals ",""
"","Triozol","[Econazole Nitrate 1% ; Triamcinolone Acetonide 0.1 :(TP)]","Novo Healthcare and Pharma ",""
"","Ecoderm","[Econazole Nitrate 1%]","Rephco Pharmaceuticals ",""
"","Ecomet","[Econazole Nitrate 1%]","Medimet Pharmaceuticals ",""
"","Econal","[Econazole Nitrate 1%]","Kemiko Pharmaceuticals ",""
"","Econate","[Econazole Nitrate 1%]","Incepta Pharmaceuticals ",""
"","Econate G","[Econazole Nitrate 1%]","Incepta Pharmaceuticals ",""
"","Ecoren","[Econazole Nitrate 1%]","ACI ltd.",""
"","Ecozol","[Econazole Nitrate 1%]","Opsonin Pharma ",""
"","Ecozol","[Econazole Nitrate 1%]","Opsonin Pharma ",""
"","Pevaryl","[Econazole Nitrate 1%]","Sanofi Aventis",""
"","Spectazole","[Econazole Nitrate 1%]","Healthcare Pharmaceuticals ",""
"","Econate VT","[Econazole Nitrate Vaginal preparation]","Incepta Pharmaceuticals ",""
"","Ecoren VT","[Econazole Nitrate Vaginal preparation]","ACI ltd.",""
"","Ecozol VT","[Econazole Nitrate Vaginal preparation]","Opsonin Pharma ",""
"","Adiva","[Efavirenz]","Square Pharmaceuticals ",""
"","Avifanz","[Efavirenz]","Beximco Pharmaceuticals ",""
"","Feofol-CI","[Elemental Iron (carbonyl iron) ; Folic Acid]","Eskayef Bangladesh",""
"","Alneed Gold","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Incepta Pharmaceuticals ",""
"","Feviz PLUS","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Popular Pharmaceuticals ",""
"","Fivita","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Bio Pharma Laboratories ",""
"","Fivita","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Bio Pharma Laboratories ",""
"","Ipec SUPER","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Aristopharma ",""
"","Merivit","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Sharif Pharmaceuticals ",""
"","Mylovit Z","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","ACI ltd.",""
"","Mylovit-Z","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","ACI ltd.",""
"","Pregnacare","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Amico Laboratories ",""
"","Prenat XL","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Healthcare Pharmaceuticals ",""
"","Red plus extra","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Ad din Pharmaceuticals ",""
"","Vizicon Gold","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Opsonin Pharma ",""
"","Ziliron B","[Elemental Iron (Iron Polymaltose Complex) ; Folic Acid ; Zinc ; Vitamin B-Complex]","Square Pharmaceuticals ",""
"","Anefer","[Elemental Iron (Iron sucrose)]","Opsonin Pharma ",""
"","Defiron","[Elemental Iron (Iron sucrose)]","Square Pharmaceuticals ",""
"","Ferimax IV","[Elemental Iron (Iron sucrose)]","Incepta Pharmaceuticals ",""
"","Feristar","[Elemental Iron (Iron sucrose)]","Renata ",""
"","Feroven","[Elemental Iron (Iron sucrose)]","Orion Pharma ",""
"","Feroven I.V","[Elemental Iron (Iron sucrose)]","Orion Pharma ",""
"","Hemofer","[Elemental Iron (Iron sucrose)]","Popular Pharmaceuticals ",""
"","Hemofer I.V","[Elemental Iron (Iron sucrose)]","Popular Pharmaceuticals ",""
"","Inofar IV","[Elemental Iron (Iron sucrose)]","Aristopharma ",""
"","Kidifer IV","[Elemental Iron (Iron sucrose)]","General Pharmaceuticals ",""
"","Unifer","[Elemental Iron (Iron sucrose)]","Ziska Pharmaceuticals ",""
"","Veniron IV","[Elemental Iron (Iron sucrose)]","Beximco Pharmaceuticals ",""
"","Venofer","[Elemental Iron (Iron sucrose)]","Vifor Inc., Switzerland",""
"","Xenofer","[Elemental Iron (Iron sucrose)]","Beacon Pharmaceuticals ",""
"","Xenofer 50","[Elemental Iron (Iron sucrose)]","Beacon Pharmaceuticals ",""
"","Orofer","[Elemental Iron ; Folic Acid ; Vitamin C ; Zinc]","Unimed & Unihealth Manufacturers ",""
"","Revolade","[Eltrombopag Olamine]","Glaxo SmithKline Bangladesh ",""
"","Mederma","[Emollient]","Merz Pharmaceuticals",""
"","Mederma","[Emollient]","Mundipharma",""
"","Oilatum","[Emollient]","Unimed & Unihealth Manufacturers ",""
"","Oilatum","[Emollient]","Unimed & Unihealth Manufacturers ",""
"","Oilatum","[Emollient]","Unimed & Unihealth Manufacturers ",""
"","Oilatum","[Emollient]","Glaxo SmithKline Bangladesh ",""
"","Anapril","[Enalapril Maleate]","Eskayef Bangladesh",""
"","Anapril","[Enalapril Maleate]","Eskayef Bangladesh",""
"","Enalapril","[Enalapril Maleate]","Albion Laboratories ",""
"","Enaril","[Enalapril Maleate]","Beximco Pharmaceuticals ",""
"","Eril","[Enalapril Maleate]","Orion Pharma ",""
"","Eril","[Enalapril Maleate]","Orion Pharma ",""
"","Minipril","[Enalapril Maleate]","Renata ",""
"","Minipril","[Enalapril Maleate]","Renata ",""
"","Vasopril","[Enalapril Maleate]","Square Pharmaceuticals ",""
"","Vasopril","[Enalapril Maleate]","Square Pharmaceuticals ",""
"","Cardinex","[Enoxaparin Sodium]","Drug International Ltd.",""
"","Cardinex","[Enoxaparin Sodium]","Drug International Ltd.",""
"","Cardinex","[Enoxaparin Sodium]","Drug International Ltd.",""
"","Cleven","[Enoxaparin Sodium]","Beximco Pharmaceuticals ",""
"","Cleven","[Enoxaparin Sodium]","Beximco Pharmaceuticals ",""
"","Cleven","[Enoxaparin Sodium]","Beximco Pharmaceuticals ",""
"","Cleven","[Enoxaparin Sodium]","Beximco Pharmaceuticals ",""
"","Clexane","[Enoxaparin Sodium]","Bristol Myers Squibb Pvt., USA",""
"","Clexane 200 Anti-XaIU","[Enoxaparin Sodium]","Sanofi Aventis",""
"","Clexane 4000 anti-XaIU","[Enoxaparin Sodium]","Sanofi Aventis",""
"","Clexane 600 anti-XaIU","[Enoxaparin Sodium]","Sanofi Aventis",""
"","Clexane 8000 anti-XaIU","[Enoxaparin Sodium]","Sanofi Aventis",""
"","Clotinex","[Enoxaparin Sodium]","Square Pharmaceuticals ",""
"","Clotinex","[Enoxaparin Sodium]","Square Pharmaceuticals ",""
"","Clotinex","[Enoxaparin Sodium]","Square Pharmaceuticals ",""
"","Enoparin","[Enoxaparin Sodium]","Popular Pharmaceuticals ",""
"","Enoparin","[Enoxaparin Sodium]","Popular Pharmaceuticals ",""
"","Enoparin","[Enoxaparin Sodium]","Popular Pharmaceuticals ",""
"","Eparin 60","[Enoxaparin Sodium]","Beacon Pharmaceuticals ",""
"","Intravas","[Enoxaparin Sodium]","Aristopharma ",""
"","Intravas","[Enoxaparin Sodium]","Aristopharma ",""
"","Intravax","[Enoxaparin Sodium]","Aristopharma ",""
"","Parinox","[Enoxaparin Sodium]","Incepta Pharmaceuticals ",""
"","Parinox","[Enoxaparin Sodium]","Incepta Pharmaceuticals ",""
"","Parinox","[Enoxaparin Sodium]","Incepta Pharmaceuticals ",""
"","Parinox","[Enoxaparin Sodium]","Incepta Pharmaceuticals ",""
"","Comtan 200 mg","[Entacapone]","Novartis",""
"","Enviral","[Entecavir 0.005%]","Opsonin Pharma ",""
"","Barcavir 0.5","[Entecavir]","Incepta Pharmaceuticals ",""
"","Barcavir 1","[Entecavir]","Incepta Pharmaceuticals ",""
"","Cavir","[Entecavir]","Square Pharmaceuticals ",""
"","Cavir 0.5","[Entecavir]","Square Pharmaceuticals ",""
"","Caviral","[Entecavir]","Beacon Pharmaceuticals ",""
"","Entavir","[Entecavir]","Drug International Ltd.",""
"","Entavir","[Entecavir]","Drug International Ltd.",""
"","Enviral","[Entecavir]","Opsonin Pharma ",""
"","Enviral","[Entecavir]","Opsonin Pharma ",""
"","Tecavir","[Entecavir]","Aristopharma ",""
"","Tecavir","[Entecavir]","Aristopharma ",""
"","Teviral","[Entecavir]","ACI ltd.",""
"","Teviral","[Entecavir]","ACI ltd.",""
"","VIR","[Entecavir]","Acme Laboratories ",""
"","Virenta","[Entecavir]","Eskayef Bangladesh",""
"","Aldorin","[Epalrestat]","Eskayef Bangladesh",""
"","Epirison SDZ","[Eperisone Hydrochloride]","Novartis",""
"","Eprel","[Eperisone Hydrochloride]","Orion Pharma ",""
"","Myonil","[Eperisone Hydrochloride]","Square Pharmaceuticals ",""
"","Ephedrin","[Ephedrine Hydrochloride]","Bangladesh Immunity Co.",""
"","Ephidin","[Ephedrine Hydrochloride]","Popular Pharmaceuticals ",""
"","Epidron","[Ephedrine Hydrochloride]","Renata ",""
"","Fedrin","[Ephedrine Hydrochloride]","Jayson Pharmaceuticals ",""
"","G-Ephedrine","[Ephedrine Hydrochloride]","Gonoshasthaya Pharmaceuticals ",""
"","Nordrine","[Ephedrine Hydrochloride]","Incepta Pharmaceuticals ",""
"","Epinast","[Epinastine Hydrochloride 0.05% :(EP)]","Aristopharma ",""
"","Farmorubicin","[Epirubicin Hydrochloride]","Pfizer Italia Srl, Italy",""
"","Aldonist","[Eplerenone]","Unimed & Unihealth Manufacturers ",""
"","Epleron","[Eplerenone]","Incepta Pharmaceuticals ",""
"","EPREX","[Epoetin alfa]","Cilag AG, Switzerland",""
"","EPREX","[Epoetin alfa]","Cilag AG, Switzerland",""
"","EPREX","[Epoetin alfa]","Cilag AG, Switzerland",""
