brand_id,brand_name,brand_manufacturer,brand_generic
,Alcet,Healthcare Pharmaceuticals ,[Levocetrizine Dihydrochloride 0.1%]
,Purotrol,Square Pharmaceuticals ,[Levocetrizine Dihydrochloride 0.1%]
,Seasonix,Incepta Pharmaceuticals ,[Levocetrizine Dihydrochloride 0.1%]
,Stalevo,"Orion Corporation, Finland",[Levodopa 200mg ; Carbidopa 50mg ; Entacapone 200mg]
,Evo,Beximco Pharmaceuticals ,[Levofloxacin 0.5% :(EP)]
,Leflox,ACI ltd.,[Levofloxacin 0.5% :(EP)]
,Leo 0.5%,Acme Laboratories ,[Levofloxacin 0.5% :(EP)]
,Lequin,Apex Pharmaceuticals ,[Levofloxacin 0.5% :(EP)]
,Levobac,Popular Pharmaceuticals ,[Levofloxacin 0.5% :(EP)]
,Levoflox,Drug International Ltd.,[Levofloxacin 0.5% :(EP)]
,Levogen,General Pharmaceuticals ,[Levofloxacin 0.5% :(EP)]
,Levomax,Eskayef Bangladesh,[Levofloxacin 0.5% :(EP)]
,Levoquin,Navana Pharmaceuticals ,[Levofloxacin 0.5% :(EP)]
,Levosina,Ibn Sina Pharmaceutical,[Levofloxacin 0.5% :(EP)]
,Levoxin,Incepta Pharmaceuticals ,[Levofloxacin 0.5% :(EP)]
,Lin,Kemiko Pharmaceuticals ,[Levofloxacin 0.5% :(EP)]
,Livacin,GA Company ,[Levofloxacin 0.5% :(EP)]
,Lovicin,Nipa Pharmaceuticals ,[Levofloxacin 0.5% :(EP)]
,Ovel,Aristopharma ,[Levofloxacin 0.5% :(EP)]
,Resquine,Healthcare Pharmaceuticals ,[Levofloxacin 0.5% :(EP)]
,Revacin,Reman Drug Laboratories ,[Levofloxacin 0.5% :(EP)]
,Evo TS,Beximco Pharmaceuticals ,[Levofloxacin 1.5% :(EP)]
,Leflox TS,ACI ltd.,[Levofloxacin 1.5% :(EP)]
,Levobac TS,Popular Pharmaceuticals ,[Levofloxacin 1.5% :(EP)]
,Levogen TS,General Pharmaceuticals ,[Levofloxacin 1.5% :(EP)]
,Levoxin TS,Incepta Pharmaceuticals ,[Levofloxacin 1.5% :(EP)]
,Ovel TS,Aristopharma ,[Levofloxacin 1.5% :(EP)]
,Revacin 1.5%,Reman Drug Laboratories ,[Levofloxacin 1.5% :(EP)]
,Anlev,UniDerma,[Levofloxacin]
,Avelox,Shamsul Al Amin Pharmaceuticals ,[Levofloxacin]
,Bacnil,Rephco Pharmaceuticals ,[Levofloxacin]
,Beloxin,Belsen Pharmaceuticals ,[Levofloxacin]
,Benfloxin 500,Benham Pharmaceuticals ,[Levofloxacin]
,Corbic,Novo Healthcare and Pharma ,[Levofloxacin]
,Coslev,Cosmo Pharma Laboratories ,[Levofloxacin]
,Evo,Beximco Pharmaceuticals ,[Levofloxacin]
,Evocin,Hudson Pharmaceuticals ,[Levofloxacin]
,Evoloxin,Hallmark Pharmaceuticals ,[Levofloxacin]
,Evonex,Jayson Pharmaceuticals ,[Levofloxacin]
,Exolev,Novartis,[Levofloxacin]
,Flovo,Decent Pharma Laboratories ,[Levofloxacin]
,Laxod,Millat Pharmaceuticals ,[Levofloxacin]
,Lee 500,Asiatic Laboratories ,[Levofloxacin]
,Leevotin,Syntho Laboratories ,[Levofloxacin]
,Lefex,Doctor's Chemicals Works ,[Levofloxacin]
,Leflox,ACI ltd.,[Levofloxacin]
,Leo,Acme Laboratories ,[Levofloxacin]
,Leo,Acme Specialized Pharmaceuticals ,[Levofloxacin]
,Leo Eye Drops,Acme Laboratories ,[Levofloxacin]
,Leo IV,Acme Laboratories ,[Levofloxacin]
,Leoflox,Alco Pharma ,[Levofloxacin]
,Lequin,Apex Pharmaceuticals ,[Levofloxacin]
,Letab,Chemist Laboratories ,[Levofloxacin]
,Lethiquin 500,Rangs Pharmaceuticals ,[Levofloxacin]
,Levin,Amico Laboratories ,[Levofloxacin]
,Levobac,Popular Pharmaceuticals ,[Levofloxacin]
,Levocin,Desh Pharmaceuticals ,[Levofloxacin]
,Levocos,Cosmic Chemical Industries ,[Levofloxacin]
,Levodon,Apollo Pharmaceutical Laboratories ,[Levofloxacin]
,Levoflox,Drug International Ltd.,[Levofloxacin]
,Levoflox IV,Drug International Ltd.,[Levofloxacin]
,Levogen,General Pharmaceuticals ,[Levofloxacin]
,Levoking,Renata ,[Levofloxacin]
,Levolex,Pharmadesh Laboratories ,[Levofloxacin]
,Levolon,Peoples Pharma ,[Levofloxacin]
,Levomax,Eskayef Bangladesh,[Levofloxacin]
,Levomet,Medimet Pharmaceuticals ,[Levofloxacin]
,Levonce,Bristol Pharma ,[Levofloxacin]
,Levonic,Techno Drugs ,[Levofloxacin]
,Levonix 500,Ziska Pharmaceuticals ,[Levofloxacin]
,Levoquin,Navana Pharmaceuticals ,[Levofloxacin]
,Levora,Somatec Pharmaceuticals ,[Levofloxacin]
,Levoseem,Seema Pharmaceuticals ,[Levofloxacin]
,Levosina,Ibn Sina Pharmaceutical,[Levofloxacin]
,Levostin,Aexim Pharmaceuticals ,[Levofloxacin]
,Levox,Opsonin Pharma ,[Levofloxacin]
,Levox IV,Opsonin Pharma ,[Levofloxacin]
,Levoxin,Incepta Pharmaceuticals ,[Levofloxacin]
,Levoxin IV,Incepta Pharmaceuticals ,[Levofloxacin]
,Lexazen,Zenith Pharmaceuticals ,[Levofloxacin]
,Lexlo,Ambee Pharmaceuticals ,[Levofloxacin]
,Lezon,Euro Pharma ,[Levofloxacin]
,Lifcin,Bio Pharma Laboratories ,[Levofloxacin]
,Lifcin IV,Bio Pharma Laboratories ,[Levofloxacin]
,Lin,Kemiko Pharmaceuticals ,[Levofloxacin]
,Livacin,GA Company ,[Levofloxacin]
,Loce,Everest Pharmaceuticals ,[Levofloxacin]
,Locin,Globe Pharmaceuticals ,[Levofloxacin]
,Lotor 500,Leon Pharmaceuticals ,[Levofloxacin]
,Lovicin,Nipa Pharmaceuticals ,[Levofloxacin]
,Loxin,Medicon Pharmaceuticals ,[Levofloxacin]
,Maxlev,Novus Pharmaceuticals ,[Levofloxacin]
,Neolev,Marksman Pharmaceutical ,[Levofloxacin]
,Neovox,RAK Pharmaceuticals ,[Levofloxacin]
,Nivoloc,Kumudini Pharma ,[Levofloxacin]
,Olcin,Delta Pharma ,[Levofloxacin]
,Orlev,Orion Pharma ,[Levofloxacin]
,Ovel,Aristopharma ,[Levofloxacin]
,Quilev,Monicopharma ,[Levofloxacin]
,Quixin,Beacon Pharmaceuticals ,[Levofloxacin]
,Radibac,Concord Pharmaceuticals ,[Levofloxacin]
,Resquine,Healthcare Pharmaceuticals ,[Levofloxacin]
,Tivanik,Silva Pharmaceuticals ,[Levofloxacin]
,Toplevo,NIPRO JMI Pharma ,[Levofloxacin]
,Trevox,Square Pharmaceuticals ,[Levofloxacin]
,Trevox IV,Square Pharmaceuticals ,[Levofloxacin]
,Trilon-500,White Horse Pharma,[Levofloxacin]
,Urilev,Techno Drugs ,[Levofloxacin]
,Urilev IV,Techno Drugs ,[Levofloxacin]
,Xelevo,Pharmasia ,[Levofloxacin]
,Combination-3,Schering A.G Germany,[Levonorgestrel 0.15mg ; Ethinylestradiol 0.03mg]
,Norplant,"Schering Oy Pansiontie, Finland",[Levonorgestrel 0.15mg ; Ethinylestradiol 0.03mg]
,Emcon,Renata ,[Levonorgestrel]
,E-Plan,ACI ltd.,[Levonorgestrel]
,I-Pill,Popular Pharmaceuticals ,[Levonorgestrel]
,Norpill,Square Pharmaceuticals ,[Levonorgestrel]
,"Postinor-2 	 	 		",City overseas,[Levonorgestrel]
,Actisal,Silva Pharmaceuticals ,[Levosalbutamol]
,Aire,Delta Pharma ,[Levosalbutamol]
,Arolax,Navana Pharmaceuticals ,[Levosalbutamol]
,Asmolex L,Aristopharma ,[Levosalbutamol]
,"Asmolex L 	",Aristopharma ,[Levosalbutamol]
,Brizy,Eskayef Bangladesh,[Levosalbutamol]
,Brodil Levo,ACI ltd.,[Levosalbutamol]
,Bromol,Somatec Pharmaceuticals ,[Levosalbutamol]
,Comfil,Pharmasia ,[Levosalbutamol]
,Lavair,General Pharmaceuticals ,[Levosalbutamol]
,Lebrod,Alco Pharma ,[Levosalbutamol]
,Lebutal,Pacific Pharmaceuticals ,[Levosalbutamol]
,Lesal,Apex Pharmaceuticals ,[Levosalbutamol]
,Levair?˜Syr,General Pharmaceuticals ,[Levosalbutamol]
,Levostar,Square Pharmaceuticals ,[Levosalbutamol]
,Livodel,Popular Pharmaceuticals ,[Levosalbutamol]
,Purilin,Opsonin Pharma ,[Levosalbutamol]
,Purisal,Incepta Pharmaceuticals ,[Levosalbutamol]
,Respira,Beximco Pharmaceuticals ,[Levosalbutamol]
,"Respira 	",Beximco Pharmaceuticals ,[Levosalbutamol]
,Salmolin-L,Acme Laboratories ,[Levosalbutamol]
,Sanlev,Novartis,[Levosalbutamol]
,Trulax,Renata ,[Levosalbutamol]
,Ventisal-L,Ibn Sina Pharmaceutical,[Levosalbutamol]
,Emprila,Unimed & Unihealth Manufacturers ,[Lidocaine ; Prilocaine]
,Topican,Popular Pharmaceuticals ,[Lidocaine ; Prilocaine]
,Xylone Plus,ACI ltd.,[Lidocaine ; Prilocaine]
,Myolax PLUS,Incepta Pharmaceuticals ,[Lidocaine Hydrochloride ; Tolperisone Hydrochloride]
,Tolson Plus,Opsonin Pharma ,[Lidocaine Hydrochloride ; Tolperisone Hydrochloride]
,Jasocaine,Jayson Pharmaceuticals ,[Lidocaine Hydrochloride 2%]
,Lido,Square Pharmaceuticals ,[Lidocaine Hydrochloride 2%]
,G Lignocaine 2%,Gonoshasthaya Pharmaceuticals ,[Lidocaine Hydrochloride]
,Jasocaine 1%,Jayson Pharmaceuticals ,[Lidocaine Hydrochloride]
,Jasocaine 2%,Jayson Pharmaceuticals ,[Lidocaine Hydrochloride]
,Jasocaine 4%,Jayson Pharmaceuticals ,[Lidocaine Hydrochloride]
,Emolent,Square Pharmaceuticals ,[Light Paraffin ; White Paraffin]
,Oilatum,Glaxo SmithKline Bangladesh ,[Light Paraffin ; White Paraffin]
,Oilatum Cream,Glaxo SmithKline Bangladesh ,[Light Paraffin ; White Paraffin]
,Adlina-5,Unimed & Unihealth Manufacturers ,[Linagliptin]
,Lijenta,NIPRO JMI Pharma ,[Linagliptin]
,Linaglip,Aristopharma ,[Linagliptin]
,Linaptin 5,General Pharmaceuticals ,[Linagliptin]
,Linarol,Drug International Ltd.,[Linagliptin]
,Linatab,Incepta Pharmaceuticals ,[Linagliptin]
,Linita,Square Pharmaceuticals ,[Linagliptin]
,Linzolid IV,Incepta Pharmaceuticals ,[Linezolid 0.2%]
,Arlin,Beximco Pharmaceuticals ,[Linezolid]
,Linexil,Opsonin Pharma ,[Linezolid]
,Linez,Renata ,[Linezolid]
,Linozid,Orion Pharma ,[Linezolid]
,Linzolid,Incepta Pharmaceuticals ,[Linezolid]
,Lizen,Zenith Pharmaceuticals ,[Linezolid]
,Acme's Milk of Magnesia Plus,Acme Laboratories ,[Liquid Paraffin ; Magnesium Hydroxide]
,Duolax,Square Pharmaceuticals ,[Liquid Paraffin ; Magnesium Hydroxide]
,Frelax,Beximco Pharmaceuticals ,[Liquid Paraffin ; Magnesium Hydroxide]
,Magfin Emulsion,Incepta Pharmaceuticals ,[Liquid Paraffin ; Magnesium Hydroxide]
,Megalax,Orion Pharma ,[Liquid Paraffin ; Magnesium Hydroxide]
,Nesifin,Opsonin Pharma ,[Liquid Paraffin ; Magnesium Hydroxide]
,Victoza,Novo Nordisk,[Liraglutide]
,Acepril,Drug International Ltd.,[Lisinopril]
,G Lisinopril,Gonoshasthaya Pharmaceuticals ,[Lisinopril]
,Hyporil,RAK Pharmaceuticals ,[Lisinopril]
,Lipril,Acme Laboratories ,[Lisinopril]
,Lispril,Medimet Pharmaceuticals ,[Lisinopril]
,Neopril,Beximco Pharmaceuticals ,[Lisinopril]
,Nop,Ambee Pharmaceuticals ,[Lisinopril]
,Stril,ACI ltd.,[Lisinopril]
,Zestril,Astrazeneca Pharmaceutical,[Lisinopril]
,Lithin SR,Incepta Pharmaceuticals ,[Lithium Carbonate]
,Lithosun SR,Sun Pharmaceutical,[Lithium Carbonate]
,Litiam ER,ACI ltd.,[Lithium Carbonate]
,Colagel,Incepta Pharmaceuticals ,[L-Lysine HCl 15% :(TP)]
,Limogel,Beximco Pharmaceuticals ,[L-Lysine HCl 15% :(TP)]
,Nordette-28,"Wyeth Pharma GmbH, Germany",[L-Norgestral ; Ethinyloestradiol]
,Contra,Beximco Pharmaceuticals ,[Lomefloxacin 0.3% :(E/EP)]
,Loflox,Opso Saline ,[Lomefloxacin 0.3% :(E/EP)]
,Lomabec,Popular Pharmaceuticals ,[Lomefloxacin 0.3% :(E/EP)]
,Lomecin,Reman Drug Laboratories ,[Lomefloxacin 0.3% :(E/EP)]
,Lomeflox 0.3%,Aristopharma ,[Lomefloxacin 0.3% :(E/EP)]
,Lomegen,General Pharmaceuticals ,[Lomefloxacin 0.3% :(E/EP)]
,Lomequin,Incepta Pharmaceuticals ,[Lomefloxacin 0.3% :(E/EP)]
,Lumex,GA Company ,[Lomefloxacin 0.3% :(E/EP)]
,Lyflox,Ibn Sina Pharmaceutical,[Lomefloxacin 0.3% :(E/EP)]
,Meflocin,Asiatic Laboratories ,[Lomefloxacin 0.3% :(E/EP)]
,Mexlo,Square Pharmaceuticals ,[Lomefloxacin 0.3% :(E/EP)]
,Namicin,Nipa Pharmaceuticals ,[Lomefloxacin 0.3% :(E/EP)]
,Omeflox,ACI ltd.,[Lomefloxacin 0.3% :(E/EP)]
,Opthaflox,Drug International Ltd.,[Lomefloxacin 0.3% :(E/EP)]
,Optiflox,Jayson Pharmaceuticals ,[Lomefloxacin 0.3% :(E/EP)]
,Optilom,Healthcare Pharmaceuticals ,[Lomefloxacin 0.3% :(E/EP)]
,Safquin,Apex Pharmaceuticals ,[Lomefloxacin 0.3% :(E/EP)]
,Lomeflox,Aristopharma ,[Lomefloxacin]
,Mexlo,Square Pharmaceuticals ,[Lomefloxacin]
,Namicin,Nipa Pharmaceuticals ,[Lomefloxacin]
,G-Lomustin,Gonoshasthaya Pharmaceuticals ,[Lomustine]
,Imotil,Square Pharmaceuticals ,[Loperamide]
,Lomosec,ACI ltd.,[Loperamide]
,Lopamid,Acme Laboratories ,[Loperamide]
,Loperin,Opsonin Pharma ,[Loperamide]
,Loramide,Bristol Pharma ,[Loperamide]
,Nomotil,Ziska Pharmaceuticals ,[Loperamide]
,Normotil,Beximco Pharmaceuticals ,[Loperamide]
,Coderin 10,ACI ltd.,[Loratadine ; Pseudoephedrine Hydrochloride]
,Coderin 5,ACI ltd.,[Loratadine ; Pseudoephedrine Hydrochloride]
,Elo Plus,Edruc ,[Loratadine ; Pseudoephedrine Hydrochloride]
,Ephedrol 10/240,General Pharmaceuticals ,[Loratadine ; Pseudoephedrine Hydrochloride]
,Lodin Plus,Amico Laboratories ,[Loratadine ; Pseudoephedrine Hydrochloride]
,Lora PLUS 10/240,Opsonin Pharma ,[Loratadine ; Pseudoephedrine Hydrochloride]
,Lora Plus 5/120,Opsonin Pharma ,[Loratadine ; Pseudoephedrine Hydrochloride]
,Loratin PLUS 10/240,Square Pharmaceuticals ,[Loratadine ; Pseudoephedrine Hydrochloride]
,Oradin PLUS 10/240,Eskayef Bangladesh,[Loratadine ; Pseudoephedrine Hydrochloride]
,Pretin D 10/240,Beximco Pharmaceuticals ,[Loratadine ; Pseudoephedrine Hydrochloride]
,Sudamin,Ibn Sina Pharmaceutical,[Loratadine ; Pseudoephedrine Hydrochloride]
,Sudolor 10/240,Incepta Pharmaceuticals ,[Loratadine ; Pseudoephedrine Hydrochloride]
,Sudolor 5/120,Incepta Pharmaceuticals ,[Loratadine ; Pseudoephedrine Hydrochloride]
,Alaron,ACI ltd.,[Loratadine]
,Alert,Apollo Pharmaceutical Laboratories ,[Loratadine]
,Aleze,Unimed & Unihealth Manufacturers ,[Loratadine]
,Analor,Techno Drugs ,[Loratadine]
,Cladin,Ad din Pharmaceuticals ,[Loratadine]
,Din,Millat Pharmaceuticals ,[Loratadine]
,Eladin,Jayson Pharmaceuticals ,[Loratadine]
,Elo,Edruc ,[Loratadine]
,Encilor,Incepta Pharmaceuticals ,[Loratadine]
,Eradex,Doctor's Chemicals Works ,[Loratadine]
,Itchlor,NIPRO JMI Pharma ,[Loratadine]
,Kevil,Kemiko Pharmaceuticals ,[Loratadine]
,Lodin,Amico Laboratories ,[Loratadine]
,Lora,Opsonin Pharma ,[Loratadine]
,Loracil,Ziska Pharmaceuticals ,[Loratadine]
,Loradin,Aristopharma ,[Loratadine]
,Lorat,Drug International Ltd.,[Loratadine]
,Loratec,Desh Pharmaceuticals ,[Loratadine]
,Loratin,Square Pharmaceuticals ,[Loratadine]
,Loratin FAST,Square Pharmaceuticals ,[Loratadine]
,Loren,Pharmadesh Laboratories ,[Loratadine]
,Lorfast,Bio Pharma Laboratories ,[Loratadine]
,Lorin,General Pharmaceuticals ,[Loratadine]
,Ltdin,Modern Pharmaceuticals ,[Loratadine]
,Noseral,Peoples Pharma ,[Loratadine]
,Oradin,Eskayef Bangladesh,[Loratadine]
,Oradin FT,Eskayef Bangladesh,[Loratadine]
,Orin,Acme Laboratories ,[Loratadine]
,Pretin,Beximco Pharmaceuticals ,[Loratadine]
,Salora,Shamsul Al Amin Pharmaceuticals ,[Loratadine]
,Silora,Ibn Sina Pharmaceutical,[Loratadine]
,Tirlor,Novartis,[Loratadine]
,Lorapam,Popular Pharmaceuticals ,[Lorazepam]
,Lozicum,Incepta Pharmaceuticals ,[Lorazepam]
,Trapex,Sun Pharmaceutical,[Lorazepam]
,Acusan,Concord Pharmaceuticals ,[Losartan Potassium]
,Angilock,Square Pharmaceuticals ,[Losartan Potassium]
,Anin,Delta Pharma ,[Losartan Potassium]
,Anreb,General Pharmaceuticals ,[Losartan Potassium]
,Araten,Unimed & Unihealth Manufacturers ,[Losartan Potassium]
,Arbium,Asiatic Laboratories ,[Losartan Potassium]
,Cardisan,Beacon Pharmaceuticals ,[Losartan Potassium]
,Cardon,Eskayef Bangladesh,[Losartan Potassium]
,Cozaril,Hallmark Pharmaceuticals ,[Losartan Potassium]
,Etan,Edruc ,[Losartan Potassium]
,Gitox,Apex Pharmaceuticals ,[Losartan Potassium]
,Larb,Opsonin Pharma ,[Losartan Potassium]
,Lk,Pacific Pharmaceuticals ,[Losartan Potassium]
,Lok,Globe Pharmaceuticals ,[Losartan Potassium]
,Lopo,Bio Pharma Laboratories ,[Losartan Potassium]
,Lopos,Zenith Pharmaceuticals ,[Losartan Potassium]
,Lopoten,Euro Pharma ,[Losartan Potassium]
,Losa,Alco Pharma ,[Losartan Potassium]
,Losacard,Novo Healthcare and Pharma ,[Losartan Potassium]
,Losacor,Healthcare Pharmaceuticals ,[Losartan Potassium]
,Losan,Orion Pharma ,[Losartan Potassium]
,Losap,Doctor's Chemicals Works ,[Losartan Potassium]
,Losar,Nipa Pharmaceuticals ,[Losartan Potassium]
,Losarcar,Medimet Pharmaceuticals ,[Losartan Potassium]
,Losardil,Drug International Ltd.,[Losartan Potassium]
,Losaron,Amico Laboratories ,[Losartan Potassium]
,Losarpex,Apex Pharmaceuticals ,[Losartan Potassium]
,Losart,Acme Laboratories ,[Losartan Potassium]
,Losatan,Popular Pharmaceuticals ,[Losartan Potassium]
,Losium,Ibn Sina Pharmaceutical,[Losartan Potassium]
,Lospil,White Horse Pharma,[Losartan Potassium]
,Lospre,Kumudini Pharma ,[Losartan Potassium]
,Lostan,Ziska Pharmaceuticals ,[Losartan Potassium]
,Lotas,Ambee Pharmaceuticals ,[Losartan Potassium]
,Osartan,Aristopharma ,[Losartan Potassium]
,Osartek,Pharmadesh Laboratories ,[Losartan Potassium]
,Osartil 100,Incepta Pharmaceuticals ,[Losartan Potassium]
,Osartil 25,Incepta Pharmaceuticals ,[Losartan Potassium]
,Osartil 50,Incepta Pharmaceuticals ,[Losartan Potassium]
,Ostan,Renata ,[Losartan Potassium]
,Parten,Jayson Pharmaceuticals ,[Losartan Potassium]
,Preslo,Labaid Pharmaceuticals ,[Losartan Potassium]
,Prosan,Beximco Pharmaceuticals ,[Losartan Potassium]
,Raklok,RAK Pharmaceuticals ,[Losartan Potassium]
,Repace,Sun Pharmaceutical,[Losartan Potassium]
,Rosatan,ACI ltd.,[Losartan Potassium]
,Taran,Kemiko Pharmaceuticals ,[Losartan Potassium]
,Vasotan,Navana Pharmaceuticals ,[Losartan Potassium]
,Xelotan,Pharmasia ,[Losartan Potassium]
,Loteflam,General Pharmaceuticals ,[Loteprednol Etabonate 0.5% :(EP)]
,Lotenol,Popular Pharmaceuticals ,[Loteprednol Etabonate 0.5% :(EP)]
,Lotepred,Aristopharma ,[Loteprednol Etabonate 0.5% :(EP)]
,Lotepro,Incepta Pharmaceuticals ,[Loteprednol Etabonate 0.5% :(EP)]
,Loteba,Navana Pharmaceuticals ,[Loteprednol Etabonate 0.5% ; Tobramycin 0.3% :(EP)]
,Loteflam T,General Pharmaceuticals ,[Loteprednol Etabonate 0.5% ; Tobramycin 0.3% :(EP)]
,Lotenol T,Popular Pharmaceuticals ,[Loteprednol Etabonate 0.5% ; Tobramycin 0.3% :(EP)]
,Lotepred Plus,Aristopharma ,[Loteprednol Etabonate 0.5% ; Tobramycin 0.3% :(EP)]
,Lotepro Plus,Incepta Pharmaceuticals ,[Loteprednol Etabonate 0.5% ; Tobramycin 0.3% :(EP)]
,Lubilax,Beacon Pharmaceuticals ,[Lubiprostone]
,Orgatril,Nuvista Pharma Ltd,[Lynestrenol]
,Movicol,Ziska Pharmaceuticals ,[Macrogol ; Potassium Chloride ; Sodium Bicarbonate ; Sodium Chloride]
,Gastid,Eskayef Bangladesh,[Magaldrate ; Simethicone Chewable]
,Maganta Plus,Square Pharmaceuticals ,[Magaldrate ; Simethicone Chewable]
,Novelta,Orion Pharma ,[Magaldrate ; Simethicone Chewable]
,Digecid Plus,Beximco Pharmaceuticals ,[Magaldrate ; Simethicone]
,Gastid,Eskayef Bangladesh,[Magaldrate ; Simethicone]
,Magacil Plus,Opsonin Pharma ,[Magaldrate ; Simethicone]
,Maganta Plus,Square Pharmaceuticals ,[Magaldrate ; Simethicone]
,Magaplus-X,Kemiko Pharmaceuticals ,[Magaldrate ; Simethicone]
,Marlox Plus,Incepta Pharmaceuticals ,[Magaldrate ; Simethicone]
,Megacil Plus,Opsonin Pharma ,[Magaldrate ; Simethicone]
,Megalrat Plus,Ibn Sina Pharmaceutical,[Magaldrate ; Simethicone]
,Novelta,Orion Pharma ,[Magaldrate ; Simethicone]
,Oxecone MS,Acme Laboratories ,[Magaldrate ; Simethicone]
,Acidrox M,Syntho Laboratories ,[Magaldrate]
,Magacil,Opsonin Pharma ,[Magaldrate]
,Magadrate PLUS,Aexim Pharmaceuticals ,[Magaldrate]
,Magaplus,Kemiko Pharmaceuticals ,[Magaldrate]
,Marlox,Incepta Pharmaceuticals ,[Magaldrate]
,Megacil,Opsonin Pharma ,[Magaldrate]
,Oxecone M,Acme Laboratories ,[Magaldrate]
,Oxecone M Chewable,Acme Laboratories ,[Magaldrate]
,Acme's Milk Of Magnesia,Acme Laboratories ,[Magnesium Hydroxide]
,Doctor's Milk Of Magnesia,Doctor's Chemicals Works ,[Magnesium Hydroxide]
,Magmil,Pacific Pharmaceuticals ,[Magnesium Hydroxide]
,Magnason,Jayson Pharmaceuticals ,[Magnesium Hydroxide]
,Milk Of Magnesia,Millat Pharmaceuticals ,[Magnesium Hydroxide]
,Milk Of Magnesia,Orion Pharma ,[Magnesium Hydroxide]
,Milk Of Magnesia,Seema Pharmaceuticals ,[Magnesium Hydroxide]
,Milk Of Magnesia AL,Aexim Pharmaceuticals ,[Magnesium Hydroxide]
,Milk Of Megnesia,Pharmadesh Laboratories ,[Magnesium Hydroxide]
,Modern's Milk of Magnesia,Modern Pharmaceuticals ,[Magnesium Hydroxide]
,Mom,Opsonin Pharma ,[Magnesium Hydroxide]
,G Magsulph IV,Gonoshasthaya Pharmaceuticals ,[Magnesium Sulphate 4%]
,Magsum,Renata ,[Magnesium Sulphate 4%]
,Nalepsin IV,Beximco Pharmaceuticals ,[Magnesium Sulphate 4%]
,Eclamsil,Opsonin Pharma ,[Magnesium Sulphate]
,Magsum,Renata ,[Magnesium Sulphate]
,Manisol 20% IV,Orion Infusion ,[Mannitol 20%]
,Mannitol 20% IV,Opso Saline ,[Mannitol 20%]
,Osmosol 20% IV,Beximco Pharmaceuticals ,[Mannitol 20%]
,Ludiomil,Novartis,[Maprotiline Hydrochloride]
,Bendex,GA Company ,[Mebendazole]
,Ermox,Square Pharmaceuticals ,[Mebendazole]
,G Mebendazole 500,Gonoshasthaya Pharmaceuticals ,[Mebendazole]
,G Mebendazole,Gonoshasthaya Pharmaceuticals ,[Mebendazole]
,Helben,Ad din Pharmaceuticals ,[Mebendazole]
,Mebantrin,Pharmadesh Laboratories ,[Mebendazole]
,Mebendol,Doctor's Chemicals Works ,[Mebendazole]
,Mebendox,Indobangla Pharmaceuticals,[Mebendazole]
,Mebrex,Medimet Pharmaceuticals ,[Mebendazole]
,Panamox,Jayson Pharmaceuticals ,[Mebendazole]
,Solas,Opsonin Pharma ,[Mebendazole]
,Vermizole,Zenith Pharmaceuticals ,[Mebendazole]
,Evarin,Delta Pharma ,[Mebeverine Hydrochloride]
,Iriban,Incepta Pharmaceuticals ,[Mebeverine Hydrochloride]
,Iriban SR,Incepta Pharmaceuticals ,[Mebeverine Hydrochloride]
,Irisyn,Ibn Sina Pharmaceutical,[Mebeverine Hydrochloride]
,Mave,Opsonin Pharma ,[Mebeverine Hydrochloride]
,Mave SR,Opsonin Pharma ,[Mebeverine Hydrochloride]
,Mebiz SR,Sun Pharmaceutical,[Mebeverine Hydrochloride]
,Mespa,Ambee Pharmaceuticals ,[Mebeverine Hydrochloride]
,Meverine,Drug International Ltd.,[Mebeverine Hydrochloride]
,Meverine SR,Drug International Ltd.,[Mebeverine Hydrochloride]
,Mevin,Square Pharmaceuticals ,[Mebeverine Hydrochloride]
,Rostil,Beximco Pharmaceuticals ,[Mebeverine Hydrochloride]
,Veron,Eskayef Bangladesh,[Mebeverine Hydrochloride]
,Bexidal,Beximco Pharmaceuticals ,[Mebhydrolin]
,Dayhista,Medimet Pharmaceuticals ,[Mebhydrolin]
,Incidal,Square Pharmaceuticals ,[Mebhydrolin]
,Mebastin,Incepta Pharmaceuticals ,[Mebhydrolin]
,Mebidal,Eskayef Bangladesh,[Mebhydrolin]
,Mebolin,Acme Laboratories ,[Mebhydrolin]
,Medrolin,Opsonin Pharma ,[Mebhydrolin]
,Acliz PLUS,Aristopharma ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Ancliz,Monicopharma ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Anosea Plus,Ibn Sina Pharmaceutical,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Antinos,Pharmasia ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Asivert 50,Asiatic Laboratories ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Avert Plus,Bio Pharma Laboratories ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Avonex,Novo Healthcare and Pharma ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Devomit,Silva Pharmaceuticals ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Emego PLUS,Opsonin Pharma ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Emenil PLUS,Incepta Pharmaceuticals ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
,Emenor,Apex Pharmaceuticals ,[Meclizine Hydrochloride ; Pyridoxine Hydrochloride]
